system:index,classification,median,plotid,.geo
0,Built-up,60.0,1935,"{""type"":""Point"",""coordinates"":[-106.34839897200654,31.74423152879025]}"
1,Grassland,60.0,1935,"{""type"":""Point"",""coordinates"":[-106.34839897200654,31.744315561271076]}"
2,Built-up,60.0,1935,"{""type"":""Point"",""coordinates"":[-106.34839897200654,31.744399593675677]}"
3,Built-up,50.0,1935,"{""type"":""Point"",""coordinates"":[-106.34839897200654,31.744483626004026]}"
4,Built-up,60.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.743727332303962]}"
5,Built-up,60.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.743811365242287]}"
6,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.743895398104385]}"
7,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.743979430890207]}"
8,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.7440634635998]}"
9,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.74414749623314]}"
10,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.74423152879025]}"
11,Built-up,60.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.744315561271076]}"
12,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.744399593675677]}"
13,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.3440000628528,31.744483626004026]}"
14,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.743727332303962]}"
15,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.743811365242287]}"
16,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.743895398104385]}"
17,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.743979430890207]}"
18,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.7440634635998]}"
19,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.74414749623314]}"
20,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.74423152879025]}"
21,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.744315561271076]}"
22,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.744399593675677]}"
23,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34390124817152,31.744483626004026]}"
24,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.743727332303962]}"
25,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.743811365242287]}"
26,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.743895398104385]}"
27,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.743979430890207]}"
28,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.7440634635998]}"
29,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.74414749623314]}"
30,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.74423152879025]}"
31,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.744315561271076]}"
32,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.744399593675677]}"
33,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34380243349025,31.744483626004026]}"
34,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.343703618809,31.743727332303962]}"
35,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34370361880902,31.743811365242287]}"
36,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34370361880902,31.743895398104385]}"
37,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.343703618809,31.743979430890214]}"
38,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34370361880902,31.7440634635998]}"
39,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.343703618809,31.74414749623314]}"
40,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34370361880902,31.74423152879026]}"
41,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34370361880902,31.744315561271076]}"
42,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.343703618809,31.744399593675677]}"
43,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.343703618809,31.744483626004026]}"
44,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412772,31.743727332303962]}"
45,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412774,31.743811365242287]}"
46,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412772,31.743895398104385]}"
47,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412772,31.743979430890207]}"
48,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412772,31.7440634635998]}"
49,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412774,31.74414749623314]}"
50,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412772,31.74423152879025]}"
51,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412772,31.744315561271076]}"
52,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412772,31.744399593675677]}"
53,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34360480412774,31.744483626004026]}"
54,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.743727332303962]}"
55,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.743811365242287]}"
56,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.743895398104385]}"
57,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.743979430890207]}"
58,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.7440634635998]}"
59,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.74414749623314]}"
60,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.74423152879025]}"
61,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.744315561271076]}"
62,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.744399593675677]}"
63,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34350598944644,31.744483626004026]}"
64,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476518,31.743727332303962]}"
65,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476518,31.743811365242287]}"
66,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476519,31.743895398104385]}"
67,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476518,31.743979430890207]}"
68,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476518,31.7440634635998]}"
69,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476519,31.74414749623314]}"
70,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476519,31.74423152879025]}"
71,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476518,31.744315561271076]}"
72,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476519,31.744399593675684]}"
73,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34340717476518,31.744483626004026]}"
74,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008392,31.743727332303962]}"
75,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008394,31.743811365242287]}"
76,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008394,31.743895398104385]}"
77,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008394,31.743979430890207]}"
78,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008392,31.7440634635998]}"
79,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008392,31.744147496233133]}"
80,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008394,31.74423152879025]}"
81,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008392,31.744315561271076]}"
82,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008392,31.744399593675677]}"
83,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34330836008394,31.744483626004026]}"
84,Built-up,60.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.743727332303962]}"
85,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.743811365242287]}"
86,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.743895398104385]}"
87,Built-up,60.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.743979430890207]}"
88,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.7440634635998]}"
89,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.74414749623314]}"
90,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.74423152879025]}"
91,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.744315561271076]}"
92,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.744399593675677]}"
93,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34320954540264,31.744483626004026]}"
94,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072139,31.743727332303962]}"
95,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072139,31.743811365242287]}"
96,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072139,31.743895398104385]}"
97,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072138,31.743979430890207]}"
98,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072138,31.7440634635998]}"
99,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072138,31.74414749623314]}"
100,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072138,31.74423152879025]}"
101,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072139,31.744315561271076]}"
102,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072139,31.744399593675677]}"
103,Built-up,50.0,1936,"{""type"":""Point"",""coordinates"":[-106.34311073072139,31.744483626004026]}"
104,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.4942156660657,37.9092371289366]}"
105,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.4942156660657,37.90931509220084]}"
106,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.4942156660657,37.90939305538248]}"
107,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49421566606571,37.90947101848147]}"
108,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49421566606571,37.9095489814979]}"
109,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.4942156660657,37.90962694443165]}"
110,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49421566606571,37.90970490728284]}"
111,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.4942156660657,37.909782870051366]}"
112,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.4942156660657,37.90986083273733]}"
113,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138445,37.90915916558977]}"
114,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138445,37.9092371289366]}"
115,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138445,37.90931509220084]}"
116,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138445,37.90939305538248]}"
117,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138445,37.90947101848147]}"
118,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138445,37.90954898149789]}"
119,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138448,37.90962694443165]}"
120,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138445,37.90970490728284]}"
121,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138445,37.909782870051366]}"
122,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49411685138448,37.90986083273733]}"
123,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.90915916558977]}"
124,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.909237128936596]}"
125,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.90931509220084]}"
126,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.90939305538248]}"
127,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.90947101848147]}"
128,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.90954898149789]}"
129,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.90962694443164]}"
130,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.90970490728284]}"
131,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.909782870051366]}"
132,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49401803670317,37.90986083273732]}"
133,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.90915916558977]}"
134,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.90923712893661]}"
135,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.90931509220084]}"
136,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.90939305538248]}"
137,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.90947101848147]}"
138,Trees,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.90954898149789]}"
139,Trees,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.90962694443164]}"
140,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.90970490728284]}"
141,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.909782870051366]}"
142,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49391922202192,37.90986083273733]}"
143,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49382040734064,37.90915916558977]}"
144,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49382040734064,37.90931509220084]}"
145,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49382040734066,37.90939305538248]}"
146,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49382040734066,37.90947101848147]}"
147,Barren / Sparse Vegetation,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49382040734066,37.90954898149789]}"
148,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49382040734066,37.90962694443165]}"
149,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49382040734064,37.90970490728284]}"
150,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49382040734064,37.909782870051366]}"
151,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49382040734066,37.90986083273733]}"
152,Grassland,30.0,2000,"{""type"":""Point"",""coordinates"":[-122.49372159265937,37.90915916558977]}"
