system:index,classification,median,plotid,.geo
0,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22336976522101,31.695350518356634]}"
1,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22336976522101,31.6954345951607]}"
2,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22336976522101,31.695518671888575]}"
3,Barren / Sparse Vegetation,50.0,7633,"{""type"":""Point"",""coordinates"":[-106.22336976522101,31.69560274854028]}"
4,Shrubland,50.0,7633,"{""type"":""Point"",""coordinates"":[-106.22336976522101,31.695686825115807]}"
5,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053971,31.694930133193484]}"
6,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053973,31.695014210378456]}"
7,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053971,31.695098287487298]}"
8,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053971,31.695182364519937]}"
9,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053971,31.69526644147635]}"
10,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053971,31.695350518356634]}"
11,Shrubland,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053971,31.6954345951607]}"
12,Shrubland,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053971,31.695518671888575]}"
13,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053971,31.69560274854028]}"
14,Barren / Sparse Vegetation,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22327095053971,31.695686825115807]}"
15,Built-up,50.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585848,31.694930133193484]}"
16,Built-up,50.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585846,31.695014210378456]}"
17,Built-up,50.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585846,31.695098287487298]}"
18,Built-up,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585848,31.695182364519937]}"
19,Built-up,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585846,31.69526644147635]}"
20,Built-up,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585848,31.695350518356634]}"
21,Built-up,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585848,31.6954345951607]}"
22,Built-up,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585848,31.695518671888575]}"
23,Built-up,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585846,31.69560274854028]}"
24,Built-up,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22317213585846,31.695686825115807]}"
25,Built-up,50.0,7633,"{""type"":""Point"",""coordinates"":[-106.22307332117721,31.694930133193484]}"
26,Built-up,50.0,7633,"{""type"":""Point"",""coordinates"":[-106.22307332117721,31.695014210378456]}"
27,Built-up,50.0,7633,"{""type"":""Point"",""coordinates"":[-106.22307332117721,31.695098287487298]}"
28,Built-up,60.0,7633,"{""type"":""Point"",""coordinates"":[-106.22307332117721,31.695182364519937]}"
