system:index,classification,median,plotid,.geo
0,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31741639734064,30.66901922392661]}"
1,Barren / Sparse Vegetation,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31741639734064,30.66910421718393]}"
2,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31741639734064,30.669189210366408]}"
3,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31741639734064,30.669274203474185]}"
4,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31741639734064,30.669359196507145]}"
5,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31741639734065,30.66944418946536]}"
6,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31741639734064,30.669529182348803]}"
7,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31741639734064,30.669614175157474]}"
8,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31741639734064,30.66969916789138]}"
9,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.668934230594576]}"
10,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.66901922392661]}"
11,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.66910421718393]}"
12,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.669189210366405]}"
13,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.669274203474185]}"
14,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.669359196507145]}"
15,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.669444189465352]}"
16,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.669529182348803]}"
17,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.669614175157474]}"
18,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31731758265937,30.66969916789138]}"
19,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.66893423059457]}"
20,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.66901922392661]}"
21,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.66910421718393]}"
22,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.669189210366408]}"
23,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.669274203474185]}"
24,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.669359196507145]}"
25,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.669444189465352]}"
26,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.669529182348803]}"
27,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.669614175157474]}"
28,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.3172187679781,30.66969916789138]}"
29,Trees,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329684,30.668934230594576]}"
30,Trees,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329684,30.66901922392661]}"
31,Trees,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329684,30.66910421718393]}"
32,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329684,30.669189210366408]}"
33,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329684,30.669274203474185]}"
34,Trees,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329684,30.669359196507145]}"
35,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329684,30.669444189465352]}"
36,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329684,30.669529182348803]}"
37,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329685,30.66961417515748]}"
38,Shrubland,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31711995329684,30.66969916789138]}"
39,Trees,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31702113861557,30.668934230594576]}"
40,Trees,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31702113861556,30.66901922392661]}"
41,Trees,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31702113861557,30.66910421718393]}"
42,Trees,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31702113861557,30.669189210366408]}"
43,Trees,30.0,2121,"{""type"":""Point"",""coordinates"":[-96.31702113861556,30.669274203474185]}"
