system:index,classification,median,plotid,.geo
0,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67801311606569,38.753447050168226]}"
1,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67801311606569,38.75352411044227]}"
2,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67801311606569,38.75360117063311]}"
3,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67801311606569,38.7536782307408]}"
4,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67801311606569,38.753755290765234]}"
5,Grassland,30.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.753061747550106]}"
6,Built-up,30.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.75313880824009]}"
7,Built-up,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.75321586884693]}"
8,Grassland,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.75329292937054]}"
9,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.753369989810984]}"
10,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.753447050168226]}"
11,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.75352411044227]}"
12,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.75360117063312]}"
13,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.7536782307408]}"
14,Trees,10.0,1104,"{""type"":""Point"",""coordinates"":[-77.67791430138442,38.75375529076524]}"
15,Grassland,30.0,1104,"{""type"":""Point"",""coordinates"":[-77.67781548670317,38.753061747550106]}"
16,Grassland,30.0,1104,"{""type"":""Point"",""coordinates"":[-77.67781548670317,38.753138808240095]}"
17,Grassland,30.0,1104,"{""type"":""Point"",""coordinates"":[-77.67781548670317,38.75321586884693]}"
18,Built-up,30.0,1104,"{""type"":""Point"",""coordinates"":[-77.67781548670317,38.75329292937054]}"
