system:index,classification,median,plotid,.geo
0,Trees,10.0,3108,"{""type"":""Point"",""coordinates"":[-97.15911704660462,32.90243539429811]}"
1,Trees,10.0,3108,"{""type"":""Point"",""coordinates"":[-97.15911704660463,32.9025183587473]}"
2,Grassland,30.0,3108,"{""type"":""Point"",""coordinates"":[-97.15911704660463,32.90260132311875]}"
3,Trees,50.0,3108,"{""type"":""Point"",""coordinates"":[-97.15911704660463,32.902684287412505]}"
4,Built-up,50.0,3108,"{""type"":""Point"",""coordinates"":[-97.15911704660462,32.90276725162851]}"
5,Grassland,10.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.90202057088637]}"
6,Trees,10.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.90210353572418]}"
7,Trees,10.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.902186500484234]}"
8,Trees,10.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.9022694651666]}"
9,Trees,30.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.90235242977123]}"
10,Built-up,30.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.90243539429811]}"
11,Grassland,30.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.9025183587473]}"
12,Grassland,30.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.90260132311875]}"
13,Grassland,30.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.902684287412505]}"
14,Grassland,30.0,3108,"{""type"":""Point"",""coordinates"":[-97.15901823192335,32.90276725162852]}"
15,Built-up,50.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.90202057088637]}"
16,Built-up,50.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.90210353572418]}"
17,Built-up,50.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.902186500484234]}"
18,Built-up,50.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.9022694651666]}"
19,Built-up,60.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.90235242977123]}"
20,Grassland,60.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.90243539429811]}"
21,Built-up,50.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.9025183587473]}"
22,Grassland,30.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.90260132311875]}"
23,Grassland,30.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.902684287412505]}"
24,Grassland,30.0,3109,"{""type"":""Point"",""coordinates"":[-97.15455229872872,32.90276725162852]}"
