system:index,classification,median,plotid,.geo
0,Built-up,10.0,11325,"{""type"":""Point"",""coordinates"":[-122.23786534896136,37.82014194416317]}"
1,Built-up,10.0,11325,"{""type"":""Point"",""coordinates"":[-122.23786534896136,37.82022000174206]}"
2,Built-up,10.0,11325,"{""type"":""Point"",""coordinates"":[-122.23786534896136,37.82029805923841]}"
3,Trees,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23786534896136,37.820376116652184]}"
4,Built-up,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23786534896136,37.82045417398345]}"
5,Built-up,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23786534896136,37.82053223123214]}"
6,Built-up,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23786534896136,37.82061028839829]}"
7,Trees,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23786534896136,37.82068834548191]}"
8,Built-up,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23776653428011,37.81998582875772]}"
9,Built-up,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23776653428011,37.820063886501714]}"
10,Built-up,10.0,11325,"{""type"":""Point"",""coordinates"":[-122.23776653428011,37.82022000174205]}"
11,Trees,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23776653428011,37.82037611665218]}"
12,Trees,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23776653428011,37.82045417398345]}"
13,Built-up,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23776653428011,37.82053223123216]}"
14,Trees,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23776653428011,37.8206102883983]}"
15,Built-up,50.0,11325,"{""type"":""Point"",""coordinates"":[-122.23776653428011,37.82068834548191]}"
16,Built-up,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.2329629862732,37.81998582875772]}"
17,Trees,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.2329629862732,37.820063886501714]}"
18,Trees,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.2329629862732,37.82014194416317]}"
19,Built-up,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.23296298627318,37.82022000174205]}"
20,Built-up,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.2329629862732,37.82029805923841]}"
21,Shrubland,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.2329629862732,37.82037611665218]}"
22,Built-up,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.2329629862732,37.82045417398345]}"
23,Built-up,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.23296298627318,37.82053223123215]}"
24,Trees,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.2329629862732,37.8206102883983]}"
25,Trees,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.2329629862732,37.82068834548191]}"
26,Trees,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.23286417159196,37.81998582875772]}"
27,Trees,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.23286417159193,37.820063886501714]}"
28,Trees,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.23286417159196,37.82014194416317]}"
29,Trees,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.23286417159196,37.82022000174205]}"
30,Built-up,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.23286417159193,37.82029805923841]}"
31,Trees,10.0,11326,"{""type"":""Point"",""coordinates"":[-122.23286417159193,37.82037611665218]}"
