system:index,median,plot_id,.geo
0,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67328243081303,40.83379760676706]}"
1,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67316356948037,40.833797606767064]}"
2,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6730447081477,40.83379760676706]}"
3,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67292584681503,40.83379760676706]}"
4,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67280698548237,40.833797606767064]}"
5,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6726881241497,40.83379760676706]}"
6,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67256926281703,40.83379760676706]}"
7,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67245040148435,40.83379760676706]}"
8,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67233154015169,40.83379760676706]}"
9,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67221267881902,40.83379760676706]}"
10,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67328243081303,40.83370767460647]}"
11,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67316356948037,40.83370767460647]}"
12,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6730447081477,40.83370767460647]}"
13,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67292584681503,40.83370767460647]}"
14,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67280698548237,40.83370767460647]}"
15,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6726881241497,40.83370767460647]}"
16,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67256926281703,40.83370767460647]}"
17,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67245040148435,40.83370767460647]}"
18,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67233154015169,40.83370767460647]}"
19,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67221267881902,40.83370767460647]}"
20,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67328243081303,40.833617742445874]}"
21,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67316356948037,40.83361774244589]}"
22,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6730447081477,40.83361774244588]}"
23,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67292584681503,40.833617742445874]}"
24,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67280698548237,40.83361774244589]}"
25,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6726881241497,40.83361774244589]}"
26,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67256926281703,40.83361774244588]}"
27,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67245040148435,40.83361774244589]}"
28,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67233154015169,40.83361774244588]}"
29,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67221267881902,40.83361774244588]}"
30,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67328243081303,40.83352781028529]}"
31,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67316356948037,40.83352781028529]}"
32,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6730447081477,40.83352781028529]}"
33,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67292584681503,40.83352781028529]}"
34,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67280698548237,40.83352781028529]}"
35,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6726881241497,40.83352781028529]}"
36,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67256926281703,40.83352781028529]}"
37,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67245040148435,40.83352781028529]}"
38,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67233154015169,40.83352781028529]}"
39,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67221267881902,40.83352781028529]}"
40,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67328243081303,40.8334378781247]}"
41,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67316356948037,40.833437878124705]}"
42,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6730447081477,40.8334378781247]}"
43,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67292584681503,40.8334378781247]}"
44,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67280698548237,40.8334378781247]}"
45,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6726881241497,40.833437878124705]}"
46,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67256926281703,40.8334378781247]}"
47,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67245040148435,40.8334378781247]}"
48,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67233154015169,40.8334378781247]}"
49,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67221267881902,40.8334378781247]}"
50,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67328243081303,40.83334794596411]}"
51,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67316356948037,40.83334794596411]}"
52,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6730447081477,40.83334794596411]}"
53,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67292584681503,40.83334794596411]}"
54,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67280698548237,40.83334794596411]}"
55,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6726881241497,40.83334794596411]}"
56,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67256926281703,40.83334794596411]}"
57,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67245040148435,40.8333479459641]}"
58,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67233154015169,40.83334794596411]}"
59,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67221267881902,40.83334794596411]}"
60,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67328243081303,40.833258013803515]}"
61,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67316356948037,40.833258013803515]}"
62,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6730447081477,40.833258013803515]}"
63,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67292584681503,40.833258013803515]}"
64,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67280698548237,40.833258013803515]}"
65,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.6726881241497,40.833258013803515]}"
66,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67256926281703,40.833258013803515]}"
67,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67245040148435,40.833258013803515]}"
68,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67233154015169,40.833258013803515]}"
69,10.0,2711,"{""type"":""Point"",""coordinates"":[-73.67221267881902,40.833258013803515]}"
70,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67328243081303,40.833168081642924]}"
71,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67316356948037,40.833168081642924]}"
72,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.6730447081477,40.833168081642924]}"
73,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67292584681503,40.833168081642924]}"
74,30.0,2711,"{""type"":""Point"",""coordinates"":[-73.67280698548237,40.83316808164293]}"
