system:index,median,plot_id,.geo
0,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.126407866492656]}"
1,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.126407866492656]}"
2,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.126407866492656]}"
3,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267403,36.12640786649265]}"
4,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224234,36.126407866492656]}"
5,20.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.12640786649265]}"
6,20.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137908,36.126407866492656]}"
7,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094741,36.12640786649265]}"
8,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.126407866492656]}"
9,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.126407866492656]}"
10,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.126317934332064]}"
11,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.12631793433206]}"
12,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.126317934332064]}"
13,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267401,36.12631793433206]}"
14,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224234,36.12631793433206]}"
15,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.12631793433206]}"
16,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137905,36.12631793433206]}"
17,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094741,36.12631793433206]}"
18,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.12631793433206]}"
19,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.12631793433206]}"
20,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.12622800217147]}"
21,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.126228002171466]}"
22,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.126228002171466]}"
23,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267401,36.126228002171466]}"
24,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224234,36.12622800217147]}"
25,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.126228002171466]}"
26,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137908,36.126228002171466]}"
27,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094741,36.126228002171466]}"
28,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.126228002171466]}"
29,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.126228002171466]}"
30,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.12613807001088]}"
31,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.12613807001088]}"
32,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.12613807001088]}"
33,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267401,36.126138070010875]}"
34,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224234,36.126138070010875]}"
35,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.12613807001088]}"
36,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137908,36.12613807001088]}"
37,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094741,36.126138070010875]}"
38,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.126138070010875]}"
39,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.126138070010875]}"
40,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.12604813785028]}"
41,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.12604813785028]}"
42,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.12604813785028]}"
43,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267401,36.12604813785028]}"
44,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224234,36.12604813785028]}"
45,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.12604813785028]}"
46,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137908,36.12604813785028]}"
47,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094741,36.12604813785028]}"
48,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.12604813785028]}"
49,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.12604813785028]}"
50,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.12595820568969]}"
51,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.12595820568969]}"
52,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.12595820568969]}"
53,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267401,36.12595820568969]}"
54,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224234,36.12595820568969]}"
55,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.12595820568969]}"
56,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137908,36.1259582056897]}"
57,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094741,36.12595820568969]}"
58,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.12595820568969]}"
59,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.12595820568969]}"
60,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.12586827352911]}"
61,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.12586827352911]}"
62,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.12586827352911]}"
63,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267401,36.12586827352911]}"
64,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224237,36.12586827352911]}"
65,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.12586827352911]}"
66,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137908,36.12586827352911]}"
67,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094738,36.12586827352911]}"
68,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.12586827352911]}"
69,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.12586827352911]}"
70,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.125778341368516]}"
71,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.12577834136851]}"
72,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.12577834136851]}"
73,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267401,36.12577834136851]}"
74,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224234,36.12577834136851]}"
75,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.125778341368516]}"
76,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137905,36.12577834136851]}"
77,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094741,36.12577834136851]}"
78,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.12577834136851]}"
79,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.12577834136851]}"
80,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.12568840920792]}"
81,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.12568840920792]}"
82,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.12568840920792]}"
83,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267401,36.12568840920792]}"
84,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224237,36.12568840920792]}"
85,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.12568840920792]}"
86,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137908,36.12568840920792]}"
87,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094738,36.12568840920792]}"
88,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.12568840920792]}"
89,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.12568840920792]}"
90,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35756323396899,36.125598477047326]}"
91,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35745189353732,36.125598477047326]}"
92,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35734055310564,36.125598477047326]}"
93,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35722921267401,36.12559847704732]}"
94,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35711787224234,36.125598477047326]}"
95,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.3570065318107,36.125598477047326]}"
96,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35689519137908,36.125598477047326]}"
97,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35678385094741,36.125598477047326]}"
98,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35667251051574,36.125598477047326]}"
99,60.0,1525,"{""type"":""Point"",""coordinates"":[-115.35656117008406,36.125598477047326]}"
